month,day,hour,City,Shape,State,Country,Summary,lat,lng
10.0,15.0,19.0,Greenfield,Triangle,IN,USA,"craft flying very fast with very bright light beaming out in front of craft 
then turning to smoke trailer as craft disappeared",39.7855096,-85.7681978
10.0,15.0,18.0,Idaho Falls,Triangle,ID,USA,"I saw it come out of the clouds. It was a black equal sided triangle. 
((anonymous report))",43.4935245,-112.0400918
10.0,15.0,17.0,Houston,Diamond,TX,USA,"Small bright diamond, exposed by the sun.",29.675779,-95.40215851
10.0,15.0,15.0,Arvada,Chevron,CO,USA,"Metallic red then silver, chevron/boomerang shaped. ((anonymous report))",39.8211225,-105.2207429
10.0,15.0,13.0,Valle Vista,Disk,CA,USA,"5 disks in ""V"" formation.",33.754125,-116.8926903
10.0,15.0,12.0,Detroit,Sphere,MI,USA,Bright light across the sky of Detroit in day light. ((anonymous report)),42.3486635,-83.0567374
10.0,15.0,2.0,Aiken,Sphere,SC,USA,Sphere UFO sighted on ISS live stream.,33.5598586,-81.7219519
10.0,15.0,2.0,Clarksdale,Circle,MS,USA,"Different colors circular object non movement in same spot numerous times; 
no sound; light beams to ground seen twice",34.194945,-90.57478338
10.0,15.0,0.0,Waterbury,Triangle,CT,USA,"Under the clear sky this morning as I was driving down 84 I spotted 2 UFO 
craft one of them flying lower than the other triangle black",39.7337385,-82.6371202
10.0,14.0,23.0,Centerburg,Triangle,OH,USA,"2, Very Large, triangle Shaped Objects, both had 3 very large, dim red 
lights on each tip of the triangle.",40.3045067,-82.6962828
10.0,14.0,22.0,St. Peters,Other,MO,USA,"Several pulsating lights maneuvering and acting in ways unknown to this 
earth and the single strangest thing I've seen in my life.",38.8010514,-90.6278809
10.0,14.0,18.0,Queens,Teardrop,NY,USA,"Black teardrop-shaped ring hanging in NE Queens, NY, sky. ((anonymous 
report))",40.6524927,-73.79142132
10.0,14.0,18.0,Lithia,Circle,FL,USA,"Bright circle-shaped object appearing over Lithia, Florida. ((NUFORC Note: 
Possible star?? PD))",27.8651063,-82.22687485
10.0,14.0,17.0,Bend,Circle,OR,USA,Saw a small white object traveling through the clouds slow and fast while.,44.0581728,-121.3153095
10.0,14.0,17.0,Albion,Oval,IN,USA,Large stationary craft Northwest of Albion,39.2235117,-123.768625
10.0,14.0,11.0,Brooklyn,Diamond,NY,USA,"Three incidents first was, three objects diamond shaped flying in formation 
same speed. Fastest flying we ever seen.",40.64530975,-73.95502293
10.0,14.0,10.0,New York City,Light,NY,USA,"((HOAX??)) Triangle, lights, orbs, UFO, helicopters? Opinion.",40.7305991,-73.9865811
10.0,14.0,3.0,Charlotte,Circle,NC,USA,"I viewed a glowing orb pulsing bright periodically and move slowly 
hovering. ((anonymous report)) ((Star??))",35.2270869,-80.8431267
10.0,13.0,22.0,Parker,Sphere,AZ,USA,"Once again above the desert here where I live red orb like lights appeared, 
traveled the same exact path and vanished.",34.1500162,-114.2891176
10.0,13.0,21.0,Gilford,Light,NH,USA,Five independent orange lights in night sky.,43.54805,-71.4070129
10.0,13.0,21.0,Newfoundland,Light,PA,USA,"Large orbs rising from behind eastern mountains,traveling s on rt.196s just 
After sterling corners.seen many over 2 year period.they ac",41.3073102,-75.3199034
10.0,13.0,20.0,San Antonio,Diamond,TX,USA,A diamond shaped craft with white lights.,29.4246002,-98.4951404
10.0,13.0,20.0,Socorro,Light,NM,USA,"Around 8:30 pm last night noticed multiple bright white lights SE of 
Socorro in the Escondida are in the East mountains.",34.0572791,-106.8930517
10.0,13.0,19.0,Spearhead Point Campground,Sphere,WI,USA,"Moving white spheres seen by two people, while camping in northern 
Wisconsin.",45.3276208,-90.44545755
10.0,13.0,19.0,Ocean Springs,Light,MS,USA,"They looked like floating lights, but as we got closers they got bigger and 
started turning. We thought is was a drone but as it got in",30.39642845,-88.75605487
10.0,13.0,19.0,Bowdoinham,Diamond,ME,USA,"We were heading north on 195 coming from Brunswick to head to Winthrop 
Maine. I noticed a strange out of ordinary craft up in the sky.",44.067523,-70.0543789
10.0,13.0,17.0,Houston,Diamond,TX,USA,Update to my report.,29.675779,-95.40215851
10.0,13.0,9.0,Gulfport,Other,MS,USA,"I saw a long oblong shaped craft, tilted on its side hovering with no noise 
moving silently. ((anonymous report))",30.3674198,-89.0928154
10.0,13.0,7.0,Riverton,Light,UT,USA,"Saw a streak of light vertical in the sky. At first I thought it was a 
plane crashing into the mountains.",40.521893,-111.9391022
10.0,13.0,7.0,Ottawa,Light,ON,CANADA,"I took multiple pictures of the morning sky and sunrise. ((anonymous 
report))",45.4210328,-75.6900218
9.0,30.0,23.0,Naples,Changing,FL,USA,Flowing lights over Naples.,26.1420358,-81.7948102
9.0,30.0,21.0,Mooresville,Sphere,NC,USA,spinning sphere with colors and more details closeup 42x zoom,35.5848596,-80.8100723
9.0,30.0,20.0,Sault Ste. Marie,Circle,ON,CANADA,Orange circle moving quickly...,46.52391,-84.3200679
9.0,30.0,20.0,Arvada,Formation,CO,USA,7-9 glowing white lights in arrow formation flying east to west fast and low,39.8211225,-105.2207429
9.0,30.0,20.0,Pittsfield,Light,ME,USA,Bright Light drifting across sky turns reddish and disappears in heavens,44.78281,-69.3834689
9.0,30.0,19.0,Eastvale,Light,CA,USA,White orb.,33.9766799,-117.5598443
9.0,30.0,19.0,Cape Coral,Other,FL,USA,"I saw a boomerang shape ufo that had no sound and camouflage into the sky. 
I could only see the outline",26.6058996,-81.9807339
9.0,30.0,15.0,Las Vegas,Oval,NV,USA,"((NUFORC Note: No information provided by source, who elects to remain 
anonymous. PD))",36.1662859,-115.1492249
9.0,30.0,7.0,Weiser,Light,ID,USA,Saw small bright blue strobe traveling at a fast rate South of Manns Creek,44.2509976,-116.9693326
9.0,29.0,23.0,Sanborn,Oval,NY,USA,"3 orbs dancing/chasing each other in circles in Sanborn, NY. ((anonymous 
report))",43.136723,-78.884761
9.0,29.0,22.0,Phenix City,Egg,AL,USA,"I was on my break for work. I noticed that the sky looked like it drop to 
the earth because the stars were so close.",32.4709761,-85.0007652
9.0,29.0,22.0,Logan,Light,KS,USA,"As we were walking from our RV to the house I noticed a bright light. I 
thought it was a shooting star at first, as it was a perfect fa",38.9058216,-101.155238
9.0,29.0,21.0,North Sioux City,Light,SD,USA,"White light ball moving south to north, then up.",42.5272168,-96.4830863
9.0,29.0,20.0,Fresno,Light,CA,USA,"Bright neutral white light seen travelling several miles across Fresno 
until fading out. ((anonymous report))",36.7295295,-119.7088612
9.0,29.0,19.0,Marietta,Cylinder,GA,USA,"Cylinder with bi-plane type wings or appendages, reflected setting sun in a 
brilliant golden color.",33.9528472,-84.5496147
9.0,29.0,19.0,Marietta,Changing,GA,USA,"Daytime (sunset) sighting of an object that looked similar to a space 
station.",33.9528472,-84.5496147
9.0,29.0,11.0,Idyllwild,Circle,CA,USA,"Black dot moving fast on a sunny day that disappeared behind clouds on 
9/29/16 at 11:45 am. Duration was 3-5 seconds.",33.7400209,-116.7189074
9.0,29.0,9.0,Canby,Rectangle,OR,USA,"A rectangular object of light, very small and fast captured on video.",45.2629088,-122.6925982
9.0,29.0,2.0,Tampa,Flash,FL,USA,"Was looking towards the Orion belt night sky and saw flashing lights . I 
thought no big deal an airplane but no the flashing light did",27.9518491,-82.4563971
9.0,29.0,0.0,Lake Charles,Oval,LA,USA,"We saw flashing objects in the sky having an oval shape and also one with 
other flashing lights forming a triangle.",30.2265949,-93.2173758
9.0,28.0,23.0,Overland Park,Fireball,KS,USA,I saw a MASSIVE white object fall from the sky.,38.9822282,-94.6707916
9.0,28.0,22.0,Boulder,Triangle,CO,USA,"Triangular moved N to S a slow slow steady speed very dim lights that could 
be mistaken for stars at a distance ((anonymous report))",40.102555,-105.3632078
9.0,28.0,21.0,Delano,Other,CA,USA,"The object was flying S to N in a linear direction. No beacon lights and it 
disappeared in the atmosphere. ((anonymous report))",35.7688425,-119.2470535
9.0,28.0,21.0,Rexburg,Triangle,ID,USA,"Triangle-shaped object with lights emitting in each corner of the object 
flies overhead.",43.8235163,-111.7870221
9.0,28.0,21.0,Ottawa,Triangle,ON,CANADA,"I looked up and gasped, as I saw three lights on three corners forming a 
triangle. ((anonymous report))",45.4210328,-75.6900218
9.0,28.0,20.0,Louisville,Sphere,KY,USA,"Approximately 20:44 on Wednesday 9/28/2016 one object observed moving from 
Approximately 224° SW toward 44° NE moving too slow to be a",38.2542376,-85.7594069
9.0,28.0,20.0,Aurora,Light,CO,USA,"While in our backyard relaxing on the patio my girlfriend and I saw a round 
bright light heading from west to east at a moderate elevat",43.6963371,-98.572246
9.0,28.0,20.0,Aurora,Circle,CO,USA,"We saw a bright light traveling E to west, at a moderate speed and 
elevation that lasted up to 2 min",43.6963371,-98.572246
9.0,28.0,19.0,Beaverton,Disk,OR,USA,"The object was flying South, about as high as an airplane but looked 
different enough from a plane that it caught our eye and we contin",45.4871723,-122.8037803
9.0,28.0,14.0,Littleton,Diamond,CO,USA,it was broad daylight!,39.613321,-105.0166497
9.0,28.0,13.0,Dell Rapids,Flash,SD,USA,"I saw a blue and white flash of light that quickly fell to the earth while 
I was driving home from school.",43.826084,-96.7061609
9.0,28.0,3.0,Grand Rapids,Sphere,MI,USA,Metallic sphere sitting motionless with sudden disappearance.,42.9632405,-85.6678638
9.0,27.0,22.0,Warner Robins,Light,GA,USA,Orange reddish object and white lights observed for 45 minutes.,32.598313,-83.62567691
9.0,27.0,22.0,Penfield,Rectangle,NY,USA,"I was heading south on Baird Road. I was right in front of the library on 
that road, I looked up saw a bright white rectangle hoverin",43.1303407,-77.4755509
9.0,27.0,21.0,Keizer,Formation,OR,USA,"Formation of 3 reddish/orange colored lights flew over my house in a 
triangular formation. ((anonymous report))",44.9958075,-123.0197172
9.0,27.0,21.0,Hoquiam,Circle,WA,USA,"A very bright light in the sky which I first assumed to be a star. Stayed 
stationary for along time, then moved rapidly to the west.",46.980929,-123.8893349
9.0,27.0,21.0,Claremont,Flash,CA,USA,"Bright light expanded and then contracted to a pinprick of light before 
disappearing",34.0966764,-117.7197784
9.0,27.0,21.0,St. Louis,Flash,MO,USA,Flashes of Light,38.6272733,-90.1978888
9.0,27.0,21.0,El Monte,Circle,CA,USA,"Two glowing objects come out of the clouds in the night sky of El Monte, CA.",34.0751571,-118.0368489
9.0,27.0,20.0,Missoula,Fireball,MT,USA,"Seen by 2 people in Missoula, Montana, at approximately 23:50 there where 3 
fireball looking crafts hovering with no sound.",46.8700801,-113.9952795
9.0,27.0,20.0,New Britain,Circle,CT,USA,"Above a house, stood stationary rapidly traveled westward. ((anonymous 
report))",41.6804665,-72.822161
9.0,27.0,20.0,West pittston,Circle,PA,USA,"At 8:15 p.m. I saw a circular object with 5 bright white lights coming 
Southeast going Northwest it made no sound and was flying very l",41.3279106,-75.8007111
9.0,27.0,19.0,Beaverton,Disk,OR,USA,"We were headed east on Sexton Mountain Drive and I see this unusual 
light/object flying in the sky. I tell my husband to pull over, gra",45.4871723,-122.8037803
9.0,27.0,18.0,Somerville,Formation,NJ,USA,"In Nj on 287 north between exits 8 and 13. We saw 4 round shape object In a 
diagonal formation. We witnessed it for about 20 minutes d",40.5742696,-74.6098799
9.0,27.0,17.0,Centennial,Circle,CO,USA,"We saw a small white circular object travel east to west, stop and hover, 
then move upward out of sight.",39.5680644,-104.9778307
9.0,27.0,15.0,Amarillo,Teardrop,TX,USA,"Round, Shiny, almost transparent, still object in the sky, facing West",35.2072185,-101.8338245
9.0,27.0,13.0,Monterey,Disk,CA,USA,"While driving, I noticed a large disc shaped metallic object in the sky 
above Monterey Bay. The metal was shiny and reflective.",36.600256,-121.8946387
9.0,27.0,10.0,Bernville,Triangle,PA,USA,Triangle shaped aircrafts with no sound bright lights. ((anonymous report)),40.433426,-76.1121647
9.0,27.0,6.0,Navarre,Light,OH,USA,4 lights in elongated diamond shape. ((anonymous report)),40.7248607,-81.5218426
9.0,27.0,5.0,Newport,Light,AR,USA,moving light in the sky,35.6048018,-91.281795
9.0,27.0,4.0,Moss Point,Light,MS,USA,Huge solided red light in the sky. ((anonymous report)),30.4115881,-88.53446
9.0,27.0,3.0,Palm Beach Gardens,Light,FL,USA,"I woke up to smoke a cigarette outside double tree hotel balcony that faces 
pga blvd when I saw a light flickering underneath a lamp po",26.84176195,-80.13530871
9.0,27.0,1.0,Roseville,Changing,CA,USA,"3-15 lights with iridescent (rainbow-colored) tails coiling and whipping 
from glowing center into 'symbol' like shapes.",38.72338,-121.1858782
9.0,27.0,1.0,Cowiche,Fireball,WA,USA,"At 1:15 am my husband and I were sitting on our porch and saw a fire ball 
appear from the south very low lower than most air planes it",46.6698469,-120.7122934
9.0,26.0,0.0,Palm Beach Garden,Light,FL,USA,"I was stopped at a red light and noticed bright lights in the sky. I took 
more notice when the objects in sky began to multiply and glo",26.84176195,-80.13530871
9.0,26.0,23.0,Orange Park,Triangle,FL,USA,"11-12 orange colored triangular objects sighted for about 2 minutes around 
midnight in Orange Park, Fl. On Sept. 26, 2016",30.1660736,-81.7064839
9.0,26.0,21.0,Dallas,Light,TX,USA,"During the dallas cowboy football game on tv a camera pointed at the dallas 
skyline picked up an object of light moving from rt to left",32.7762719,-96.7968558
9.0,26.0,21.0,Savannah,Fireball,GA,USA,Red spherical light near Bull River. ((anonymous report)),32.0835407,-81.0998341
9.0,26.0,20.0,Napoleonville,Triangle,LA,USA,"Large triangular object with blue/white, green and orange lights",29.9404803,-91.0248213
9.0,26.0,19.0,Goleta,Other,CA,USA,Jet with landing lights traveling sideways. ((anonymous report)),34.4358295,-119.8276388
9.0,26.0,17.0,Walkertown,Rectangle,NC,USA,"Sitting at a traffic light on the way home from work. Sky was dark due to 
pending storm. There is an area of light break in the sky a",35.6534497,-82.3390097
9.0,26.0,16.0,Apple Valley,Changing,UT,USA,Glowing orb hovers in southern Utah for over four hours.,37.0897057,-113.1243875
9.0,26.0,15.0,Oakdale,Other,CA,USA,Small slow moving object that glowed bright white,37.7665947,-120.8471544
9.0,26.0,14.0,Rothschild,Triangle,WI,USA,Triangle shaped 3 bright lights moving slowly,44.8871907,-89.6201217
9.0,26.0,12.0,Antioch,Teardrop,CA,USA,FLOATING WHITE OBJECTS ABOVE MT.DIABLO FOOTHILLS IN CA,38.0049214,-121.8057889
9.0,26.0,11.0,Sacramento,Oval,CA,USA,"Star-like object trailing plane, followed by silver-whitish gray pill object",38.5815719,-121.4943995
9.0,26.0,7.0,Hollywood,Circle,FL,USA,"Bright white circle, high speed travel and large rapid U-turns. ((anonymous 
report))",26.0112014,-80.14949
9.0,26.0,5.0,Coachella,Circle,CA,USA,"I was standing in a maintenance yard using nvg goggles looking up to the 
sky noticed 8 objects overhead. ((anonymous report))",33.6795519,-116.1763379
9.0,26.0,5.0,Long Beach,Light,CA,USA,"Impossably fast moving light following plane and evading persuit. 
((anonymous report))",33.78538945,-118.1580492
9.0,26.0,4.0,Aurora,Cigar,CO,USA,"Similar to shooting star, bright green and left trails like smoke clouds. 
No noise cloud level so kinda close.",43.6963371,-98.572246
9.0,26.0,3.0,Port Orchard,Triangle,WA,USA,"Just arrived for a delivery to a store and waiting for the door to open 
looking up and saw a triangle shape with 3 red lights then abou",47.5315625,-122.6384055
9.0,25.0,0.0,Bellingham,Circle,WA,USA,Bright silent orb movng a extreme speed over Bellingham.,48.754402,-122.4788601
9.0,25.0,23.0,El Mirage,Circle,AZ,USA,"Around 11:46 PM when I was staring up in the sky and noticed 2 circle li 
((anonymous report))",33.6130338,-112.3244865
9.0,25.0,23.0,Naugatuck,Light,CT,USA,"I was sitting on the deck with family and unidentified avian crafts became 
visible. Hovering over cities.",41.4860186,-73.0509431
9.0,25.0,22.0,San Jose,Rectangle,CA,USA,"I was on my balcony around 22:15 this evening when looked up at the sky and 
saw this rectangular shaped object with bright red lights a",37.3361905,-121.8905832
9.0,25.0,21.0,Reston,Circle,VA,USA,"Reston, VA, at ~21:30z: Extremely fast multi-colored object moving at the 
trajectory of a passenger plane for 2 sec and disappearing.",38.9584018,-77.3579742
9.0,25.0,21.0,Sacramento,Light,CA,USA,"I was sitting out side and looked to the west and saw a massive light in 
the sky it was red,blue and white it stayed in one place for 2",38.5815719,-121.4943995
9.0,25.0,20.0,Wetumpka,Light,AL,USA,Flickering light high in the sky with smooth drone-like movements.,32.5437448,-86.2119126
9.0,25.0,20.0,Northglenn,Triangle,CO,USA,"Triangle shaped object with white lights on the three tips seen moving 
south to north",39.885541,-104.9872025
9.0,25.0,20.0,Eugene,Triangle,OR,USA,Saw triangle shaped craft with some kind of cloaking.,44.10118085,-123.1523837
9.0,25.0,20.0,Bellingham,Circle,WA,USA,"I saw another post for this same event - I too, saw a bright white flash 
like a ball come down from the sky. It looked as if it went in",48.754402,-122.4788601
9.0,25.0,19.0,Roseville,Formation,CA,USA,"It seemed to be at least 50 objects that were vertical and then the went 
horizontal with one object brighter than all the others.",38.72338,-121.1858782
9.0,25.0,17.0,Cranford,Sphere,NJ,USA,"Orange orb with white satellites appear and disappear in a clear daytime 
sky. ((anonymous report))",40.6584358,-74.2995922
9.0,25.0,15.0,Wilmington,Circle,DE,USA,Four objects noticed way up in the sky. ((anonymous report)),39.745947,-75.5465889
9.0,25.0,14.0,East Brunswick,Oval,NJ,USA,"Shiny Oval Shape UFO sighting in East Brunswick, NJ on Sept 25, 2016.",40.4278841,-74.4159839
9.0,25.0,12.0,Pittsburgh,Chevron,PA,USA,"Saw a triangle/chevron shape black and red craft flying over the clouds at 
a high rate of speed to the south",40.4416941,-79.990086
9.0,25.0,12.0,Brandywine,Triangle,MD,USA,Strange rotating debris and triangular vessell above Brandywine,38.696783,-76.8477489
9.0,25.0,0.0,Dayton,Triangle,TX,USA,((HOAX??)) Boomerang style craft. ((anonymous report)),30.0466051,-94.8852025
9.0,24.0,23.0,Montville,Flash,OH,USA,"Bright, white, even flash illuminated entire night sky for an instant. 
((anonymous report))",41.6072757,-81.0503741
9.0,24.0,23.0,Stering Heights,Formation,MI,USA,Tight knit formation of 5 yellow lights that disappeared.,35.1878231,-80.8082558
9.0,24.0,23.0,White Plains,Circle,NY,USA,"As i was driving I saw two circular orange flying lights.They were side by 
side with a distance between them.I didn't hear any sound. I",41.0339862,-73.7629096
9.0,24.0,23.0,Fenton,Triangle,MI,USA,"Two triangle shapes making no sound flew overhead with just the light from 
the moon reflecting off them. They traveled at a rate of spe",38.5132838,-90.4401793
9.0,24.0,22.0,Cincinnati,Oval,OH,USA,"I witnessed a small orange light coming towards my location at the UDF on 
River Road and Anderson Ferry. It was coming north from Kentu",39.1014537,-84.5124601
9.0,24.0,22.0,Long Beach,Formation,CA,USA,"Three very bright lights in triangle formation moving slowly across sky, 
slightly rotating in formation",33.78538945,-118.1580492
9.0,24.0,22.0,Akron,Formation,OH,USA,"I saw 4 amber glowing disk shaped objects very low to the ground over 
Merriman Valley. I was driving so it was difficult to watch. Very",41.0830643,-81.5184853
9.0,24.0,22.0,Rutland,Circle,MA,USA,"4 yellow lights in the sky. Perfectly spaced apart flying horizontal. No 
sound. Then 2 more followed but one at a time.",42.3695356,-71.9481301
9.0,24.0,21.0,Niagara Falls,Fireball,NY,USA,"Green light followed by what appeared to be hovering object with blinking 
lights above Niagara Falls, NY. ((anonymous report))",43.1131874,-79.0314255
9.0,24.0,21.0,Hamilton,Formation,NJ,USA,Three bright red lights in SE 9.24.2016.,40.2070573,-74.0812505
9.0,24.0,21.0,Denver,Triangle,CO,USA,"At 928 pm friend and I talking about me seeing a red triangle shaped ufo 
just a week ago then see 6-8red orbs little bigger than Mars w",39.7348381,-104.965327
9.0,24.0,21.0,Cumberland Center,Other,ME,USA,"I saw a bright orange light in the sky that hovered over my neighbors house 
and then moved slowly as far as I could see until out of si",43.7964679,-70.2589387
9.0,24.0,21.0,Macungie,Light,PA,USA,"Macungie, PA-8 staggered red lights in sky traveling slowly W to S over 
South Mountain at 9 PM 9/24/16.",40.5159304,-75.5551857
9.0,24.0,21.0,Lancaster,Circle,PA,USA,"My uncle went outside to smoke a cigarette and he happened to spot the 
formation of the orange lights. They flickered as they gliding t",40.03813,-76.3056685
9.0,24.0,20.0,Garden City,Other,SC,USA,"Sighting of a 'V' shaped craft approximately 200 feet across, traveling 
very fast at about 2,000, with no lights and no sound.",33.5863905,-79.0120627
9.0,24.0,20.0,Tigard,Light,OR,USA,"Two very bright, star-like objects side by side at an angle.",45.4307473,-122.7719338
9.0,24.0,20.0,Buffalo,Light,NY,USA,"My wife and I saw a reddish-yellow, pulsing light in the night sky.",42.8867166,-78.8783921
9.0,24.0,20.0,Fairmont,Circle,WV,USA,"Bright diagonal lights, slowly dim away. ((anonymous report))",39.4850848,-80.142578
9.0,24.0,19.0,Redding,Rectangle,CA,USA,Box and kite like object in fixed position. ((anonymous report)),40.5863563,-122.3916753
9.0,24.0,19.0,Philadelphia,Light,PA,USA,"Outside about 7;30 pm on sat 9/24/16 cleaning and doing maintenance work at 
my auto repair shop in phila when I look up, its now dusk,",39.9523993,-75.1635898
9.0,24.0,19.0,Oakland,Triangle,CA,USA,Flashing lights in triangle form above I-80 in Oakland.,37.8044557,-122.2713562
9.0,24.0,18.0,South Burlington,Oval,VT,USA,UFO Hovers and departs over Burlington International Airport (BTV).,44.4669941,-73.1709603
9.0,24.0,17.0,Toronto,Oval,ON,CANADA,"Blurry, white oval craft and trailing red lights over Rogers (SkyDome) 
Centre, Toronto",43.6529206,-79.3849007
9.0,24.0,8.0,Fountain Valley,Triangle,CA,USA,Two objects in the sky over the fountain valley high school.,33.7038145,-117.9627348
9.0,24.0,7.0,Silverlake,Cigar,CA,USA,"Hovering rod and 3 moving orbs over Silverlake, Los Angeles",35.388951,-119.0963359
9.0,24.0,4.0,Alice,Light,TX,USA,A bright light in the sky!,27.7522487,-98.0697248
9.0,24.0,3.0,Downey,Egg,CA,USA,"White egg shape object high speed at (jet speed or faster) high altitude 
with no sound or lights ((anonymous report))",33.937672,-118.1654425
9.0,24.0,3.0,Siracusa,Light,NY,USA,"Driving on 690, two flashing red/white/blue lights north towards fulton and 
south towards syracuse then vanished.",40.849158,-73.2585629
9.0,24.0,1.0,Melbourne Beach,Other,FL,USA,"Early morning, bright red, morphing object hovers above the ocean, growing 
in strength and disappears",28.0683496,-80.5603302
9.0,24.0,0.0,Cleveland,Fireball,OH,USA,Orange flying ball with shapes of light spinning around it.,41.5051613,-81.6934445
9.0,23.0,22.0,Sarasota,Changing,FL,USA,"At first we saw a line of flashing lights in the sky, then they just 
started to move faster and changed into different shapes. It was h",27.3364347,-82.5306526
9.0,23.0,22.0,Lilburn,Fireball,GA,USA,"Similar to 3/14/15 at 20:00 in Lilburn, GA, I also saw about 15 very bright 
orange lights shaped like fireballs. ((anonymous report))",33.8901036,-84.1429718
9.0,23.0,22.0,Indianapolis,Light,IN,USA,Silent orange orbs fly very low and disappear.,39.7683331,-86.1583501
9.0,23.0,21.0,Springfield,Circle,VA,USA,Big orange circle vanishes.,38.7890522,-77.1870367
9.0,23.0,20.0,Bradenton,Triangle,FL,USA,"It was travailing due south at Aprox 2500 ft I was located 5 mi. in from 
the Gulf of Mexico and I was looking west.",27.4724175,-82.563375
9.0,23.0,20.0,Virginia Beach,Cigar,VA,USA,"VA Beach shore drive. Cigar-shape 8' off ground yellow lights. ((anonymous 
report))",36.8529841,-75.9774182
9.0,23.0,20.0,Lansing,Light,MI,USA,"Went out from indoor soccer arena. All my teammates were already gone. I 
headed out to the parking lot and saw exactly 30 bright yellow",42.7337712,-84.5553804
9.0,23.0,19.0,Longmont,Light,CO,USA,"I was at work when I stepped outside to do a security check of the building 
I'm responsible for. A light was seen to the South and was",40.1672117,-105.1019286
9.0,23.0,17.0,Las Vegas,Oval,NV,USA,Strange Lights over Frenchman Mountain Range in Las Vegas.,36.1662859,-115.1492249
9.0,22.0,22.0,Santa Monica,Formation,CA,USA,Multi-colored flying objects that were not noisy.,34.019657,-118.4875489
9.0,22.0,21.0,Austell,Light,GA,USA,"One bright green light (similar to traffic light green) moving straight 
downwards at a fast, but controlled rate of speed. No contrails",33.8126059,-84.6343782
9.0,22.0,21.0,Glenside,Triangle,PA,USA,"I just know something hovered by tonight over the top of our car that I 
cannot fully explain and unidentified.",40.103196,-75.15155335
9.0,22.0,21.0,Morristown,Other,TN,USA,Hovering ball of light shaped like a trapezoid.,36.2139814,-83.2948922
9.0,22.0,20.0,Portland,Sphere,OR,USA,Slow moving orb over Portland oregon,45.5202471,-122.6741948
9.0,22.0,20.0,Temecula,Triangle,CA,USA,Triangle shaped UFO in the sky moving around! ((anonymous report)),33.4946353,-117.147366
9.0,22.0,19.0,Boston,Light,MA,USA,"Multiple Amber-Red lights over South Boston heading North over Boston-Logan 
International Airport.",42.3604823,-71.0595677
9.0,22.0,19.0,Woonsocket,Circle,RI,USA,Red flashing object.,42.0028761,-71.5147838
9.0,22.0,12.0,Cincinnati,Fireball,OH,USA,Large round light falls from sky then is later seen standing still.,39.1014537,-84.5124601
9.0,22.0,8.0,Niagara Falls,Formation,ON,CANADA,Lights over Niagara River.,43.1089442,-79.0636192
9.0,22.0,5.0,Athens,Light,GA,USA,Fast moving green light.,33.94385375,-83.39728979
9.0,21.0,23.0,Oak Ridge,Circle,TN,USA,"Strange lights in Oak Ridge, Tennessee. ((NUFORC Note: Sighting of the 
star, Sirius. PD))",36.0103562,-84.2696448
9.0,21.0,22.0,Quincy,Oval,MA,USA,Green oval shape shoot across the sky and then disappeared.,42.2528772,-71.0022704
9.0,21.0,21.0,Wilmington,Circle,MA,USA,glowing green orb of light that shot across the sky and dissapeared,42.5464828,-71.1736668
9.0,21.0,21.0,Lowell,Fireball,MA,USA,"I saw large green shooting star/fireball. It had a long green tail. It was 
going really fast, from east to west, from high to low. I",42.6334247,-71.3161717
9.0,21.0,21.0,Nashua,Fireball,NH,USA,Emerald green fireball shooting across sky,42.7653662,-71.4675659
9.0,21.0,21.0,North Brookfield,Oval,MA,USA,Green oval flying through the sky,42.2667587,-72.0828544
9.0,21.0,20.0,Cicero,Light,NY,USA,"SIGHTING #3: Bright white pulse of light, quickly diminishing to star 
intensity, moving.",43.1756235,-76.1193677
9.0,21.0,20.0,Cicero,Cross,NY,USA,"SIGHTING #2: Bluish cross-shaped UFO followed by large conventional 
aircraft.",43.1756235,-76.1193677
9.0,21.0,20.0,Cicero,Formation,NY,USA,"SIGHTING #1: Three reddish lights in formation, two bobbing around in front 
of the the third.",43.1756235,-76.1193677
9.0,21.0,20.0,North Bend,Flash,WA,USA,"I was traveling home, east bound i90 to north bend, WA. I began to see 
extremely bright flashes lighting up the sky every 3-5 minutes o",47.4938343,-121.786249
9.0,21.0,19.0,Nashville,Diamond,TN,USA,"I saw a star like object appear as bright as Venus for about 4-5 seconds 
and gradually disappear.",36.1622296,-86.774353
9.0,21.0,18.0,Beaverton,Circle,OR,USA,Bright blue ball of light! ((anonymous report)),45.4871723,-122.8037803
9.0,21.0,17.0,Pellville,Diamond,KY,USA,"2 diamond shaped orange green an yellow lights one SW from my location the 
other in W. ((NUFORC Note: Stars? PD))",37.7522749,-86.8136004
9.0,21.0,8.0,Buford,Light,GA,USA,"Large bright light near Arcturus in the sky visibly as bright as sun. 
Followed by a massive ball of light. ((anonymous report))",34.1206564,-84.0043512
9.0,21.0,5.0,Newport Beach,Fireball,CA,USA,"Three fireball objects seen by witnesses fading in and out of view over the 
ocean.",33.6170092,-117.92944
9.0,21.0,5.0,Newport Beach,Fireball,CA,USA,"Three fireball objects seen by witnesses fading in and out of view over the 
ocean. Location was off the coast from Newport Beach, CA.",33.6170092,-117.92944
9.0,21.0,4.0,Shelbyville,Triangle,IN,USA,Triangular blinking lights in the sky.,39.5214373,-85.7769237
9.0,21.0,2.0,Tea,Fireball,SD,USA,"Fireball observed north of Tea, SD.",43.44661,-96.8360339
